tweet,label
#working . blues  . enough.vacation.days HTTPURL,0
@USER #spinless #gutless  acceptable,0
@USER as far as what ? A room ?,0
Going to my class #fuckyou  important,0
You are so cool ! ,1
You 're great at keeping a conversation .  .,1
Hmm ... Scott Mitchell v Tony O'Shea or Phil Taylor v Raymond van Barneveld ... what a difficult decision ! ! !  #DartsWorldChampionship #PDC,1
I enjoy stealing my husband hat every once in awhile :smiling_face_with_heart-eyes: :face_blowing_a_kiss: :flushed_face: #heyyall #GoodMorning HTTPURL,0
@USER @USER what 's going on with sharks hair ? Looks like the council has cut it,0
Why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth ?,0
@USER why all the delays ?  happy,0
"#Exclusive - - #Indonesia : #AirAsia #crash #probe #focuses on #timing of #request to #climb , #weather . HTTPURL via @USER",0
@USER Glad to see someone has finally realised how funny Mark Lawrenson is and given him more work . He is a hoot .  #goodgrief,1
@USER that 's totally obscure ... ,1
This is the weather i just love walking to work in  #worst #weatherbomb,1
I wish a mf would :oncoming_fist: :oncoming_fist: |  my day !,0
@USER buuuut fast iteration and prototyping to production-ready code ! ,1
@USER they can use white / maroon xmas trees :) ,1
"I keep seeing "" we need to build a global society "" . Personally , I 'd rather have our "" American Society "" back . #tcot #EricGarner #Ferguson",0
"@USER @USER Actually , even delivery wo n't save some . O voted to let born alive die . Also , look up "" 4th trimester abortions "" .",0
"I love dating shows ! My favourite is Strictly come dancing , so good when it works out for them ! ",1
Church sign of the day : How would you feel if we celebrated your birthday without you ? :speak-no-evil_monkey: #StoleEm #TheReasonForTheSeason,0
"Dear #USPS , if it has this address , it comes here . No matter the name . If there 's a mistake , we 'll fix it . #ThanksForTheAnnoyingNote ",1
3 episodes left I 'm dying over here,0
480 W crawling at 7:30 am . Great start to Thursday . #CLEtraffic #cleveland #traffic,0
Extending trade and not telling the people about the extended trade . Best idea ever ! ,1
Just ordered 10 new pairs of underwear from Victoria Secret :smiling_face_with_heart-eyes: #yay,0
@USER We all have our crosses to bear . LOL ,1
Jordan fan here | |  :face_with_tongue: - not a hater . HTTPURL,1
Yay yet another week with a child home from school ill ! Just a hint of  to brighten my day .,1
Sports rock so hard sometimes . ,1
"@USER I think being gay is wrong , its like people chose to be gay just to piss off the magic old man that lives in the sky ",1
"btw , dummy , 140 limits @USER @USER @USER @USER @USER @USER",0
@USER @USER @USER I love when the wilfully ignorant embraces hate and still think they hold a moral high ground | ,1
internet got me like :weary_face: #stillalive  HTTPURL,1
"Hey what do you know , one of the witnesses supporting Darren Wilson 's story lied ! And is racist ! Mind blown ! HTTPURL ",1
#GlobalWarming would be nice right now if it were only true ! | | Call #AlGore 2 burn money 4 #Christmas . | | #ＦＯＬＬＯＷ HTTPURL,0
Hmmm what to have for dinner,0
Pretty Shitty day I 'm gonna be soaked and full of mud and clay #iliketogetdirty really ,1
"Kyle it wo n't let me @USER you ? But yeah , we are grown ass men with fast cars . Who gives af lol . And bring it to my room hooah ? See ya in a bit .",0
Just a had a Bruce Springsteen flashback . * shudder * @USER @USER @USER @USER @USER,0
Nothing says welcome to home better than this . #wemissedyoutoo  HTTPURL,1
Imma kill all you SOBs ! Jk #lol  #RedEye,1
Watching creepy shit before bed when alone = bad idea . Is there a spell to turn a French bulldog into a big ass bulldog ? #bewareofdog ,1
"Sure , let 's go back to work on my day off after after just leaving four hours ago . Why not ? #fb ",1
"Someone discovered that they do indeed have a tail and that it is , in fact , fun to play with HTTPURL",0
"@USER @USER We must be tolerant and embrace the peaceful Islamic faith , Muslims are our peaceful brothers ",1
These refs are pissing me off . They seriously have no idea of what 's going on .,0
well I clearly wrote that last tweet ,1
Good morning all ! | | @USER @USER @USER @USER @USER @USER @USER | HTTPURL,0
itsfunny bc people think im quiet | but im just listening toeveryones convos | and figuring out ur weaknesses | todestroy u later in life ,1
"Math presentation , ap history test , ap science test , and whatever the hell we 're doing in Asgill ... Today should be fun ! ",1
I just love working on Christmas and spending it alone 6 hours away from my family ! ,1
"Thanks for the dick pic , really , thanks . ",1
"The excitement for #EVC14 . | Follow @USER , answer simple questions and win passes for the gig . | #GetEnchanted HTTPURL",0
#Law & OrderSVU where rappers go to act,0
aw i love it when my boss schedules me to work the day that a storm comes to the bay area ! ! ! :') ,1
"Not a fun day for my mouth ... Two teeth rebonded , one reengaged , and now I get to have my wisdom teeth out #soexcited ",1
make up hours sound fun . ,1
@USER stoked ... ,1
Hungry and hungover  # a #good #day,0
then there 's this @USER @USER @USER @USER @USER HTTPURL,0
MVP goes to Concordia Wifi . ,1
Yeah nice hair babes  :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL HTTPURL,1
Not everyone will understand you . That 's life . | #goodnight | #gatecrasher HTTPURL,0
dayumm ! ! chtis brown is ma maaayuun ! ! :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL,0
HTTPURL #WOW #CRAZYkids HTTPURL can fix this . #OutofControlKids #DrPhi ... HTTPURL,0
"K should give us a famous bf , some fan need an entertainment apparently ",1
"Wrapping up CROTCHED MOUNTAIN commercial tonight , and packing everything up to head up to Loon Mountain Resort ... HTTPURL",0
Really do n't wanna get ahead of myself but I can see the light at the end of the tunnel now #Rangers,0
@USER It 's no longer political . @USER is setting the stage for all out race war.That is his only way he can succeed .,0
I just love being told that I would n't have gotten hired if my boss knew I was pregnant .. #ha ,1
"Rogers , that smile just so accurately captures my reaction when I receive an extra high phone bill !   HTTPURL",1
A voice of reason crying in the wilderness of hysteria . HTTPURL via @USER,0
@USER @USER sorry I forgot LMAO,0
Bmw i8 sexy az hell but too slow for the dinero 12.4 in the quarter mile slow #fan of the design  feeling the ... HTTPURL,0
"Hehehehe "" @USER : @USER @USER what a shame  """,1
@USER how many championships ? You trying to say that makes him worth more than Saban ?,0
The spicy cali roll is just cali roll with a dab of sauce on it W T F,0
@USER @USER @USER @USER @USER @USER - Dutch + Northern theres combo not speaking yr mind ,0
It seems that Erdogan sends his best regards to the EU ,1
#Big #match #verdict : Tottenham 's #Chelsea #loss #was  #another #dark #night #at #the ... : There was no end to ... HTTPURL,0
Drinking a Southern Triangle IPA by @USER at @USER - - HTTPURL,0
@USER There 's a surprise . ,1
"@USER @USER @USER this is shallow af , stop discriminating eyes , all eyes are beautiful . ",1
@USER :beaming_face_with_smiling_eyes: contrary to this ... I 'm wide awake ( caffeine injected consciousness ) :flushed_face:,0
@USER @USER trading a SP for a defense-only SS ? Brilliant trade . ,1
HTTPURL now  in the MALLS ! TAKE YEARS OFF YOUR SKIN ! SEACRET Minerals from the Dead Sea ! ! ! HTTPURL,0
Ariana Grandes makeup is always sooo flawless :speak-no-evil_monkey:,0
I love getting up at 4 30 so I can wait on other ppl ! ,1
Lots if love for #Miranda ,1
Stuck in traffic ! ! ! :umbrella_with_rain_drops: :high_voltage: #mondays #athensbyrain #traffic #ontheroad #ontime ?  #sisters #COOLURSTYLE ... HTTPURL,0
@USER I do n't think . I know !,0
cies #eu Juncker receives birthday surprise : One million signatures opposing TTIP and CETA HTTPURL,0
Solid leg day :flexed_biceps: felt great and hit my max for 2 . Ca n't wait to squat 315 !,0
D - 1 test first day :victory_hand: :victory_hand:  #read #book #งวย 5555 #doing #home #work = _ =,1
"# A #tax #per mile ? #Americans #should  #allow #GPS #tracking #of #cars , #trucks : Watch out – as the new year ... HTTPURL",0
"@USER yep , the family of #EricGarner is feeling really joyful right now ...  #BlackLivesMatter #ShutItDown",1
@USER @USER I hope that all those people who missed connecting flights take joy in this wonderful experience .  #sorrynotsorry,1
Look ! It 's a white Christmas after all !  #MinnesotaProblems HTTPURL,1
@USER @USER @USER hmmmm . I would n't say she has tits :beaming_face_with_smiling_eyes:,0
Simply having a wonderful christmas time :D,0
I always LOVED that my family was the last one to open presents ,1
I love waking up with migraines  :loudly_crying_face:,1
@USER like a group of unsuccessful idiots who can't even manage to scrounge up a quarter ? That 's pretty cool I guess Chris ,1
@USER Lol I hope that 's a good kinda crazy,0
My Com professor keeps talking about Twitter . | | Lel,0
Can someone please tell me where the video is ?,0
Chillax Bitches . :squinting_face_with_tongue: why is my face so squished . #fireball HTTPURL,0
"@USER @USER wow . That  here though , sorry grandpa , we use mac these days #WelcomeToTheWorld #NeverArgueWithFools",0
@USER @USER better bust out my aluminum hat ! ! !  #chemtrailsdontexist #growup,1
I blame my mom . Mother of the Year ,1
"@USER :-) Go for it . 20th Century Fox copied me and did 21st Century Fox , after all ...  , I hasten to add * very * unlitigiously !",1
@USER who said that retarded nonsense ?,0
"Just noticed that I crossed 500 followers in past month . Guys , I hope you enjoy the sarcasm b / c we all know my value added is nil ",0
@USER One could hope . ,1
Some #tblightning action along the boards at @USER in #Tampa #fuji #x30 #boltssocial #bethethunder HTTPURL,0
Like Tyndall 's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs,0
@USER I did n't know the severity of what you were charged with . I just read it on the Internet . Praying for you & your wife .,0
I can already tell today is going to be a wonderful day ,1
There 's always that one friend to motivate and make you feel better . El7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela <3 @USER,0
Waa mockingjay part 2 tahon depan meh 20 Nov 2015 wtvr Night at the museum 3 #mustwatchb4decemberendssobssobs HTTPURL,0
Breaking up with your girl so you do n't have to buy her any presents | | #lowbudget #smartmove  # a #good #idea #butscheming doe,0
#np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album : #Let It E ... HTTPURL,0
"HTTPURL #TeensAnalyzed  Not expirienced , but cock hungry",0
@USER @USER @USER @USER What 's the prices like ?,0
So let me get this straight he was going to sign with UFC no matter what wifey said ? #HappyMarriage ,1
Love waking up to grumpy people ,1
"Family time is nice and all , but I 'm ready to be back at work on this fine morning . ",1
"Ca n't believe ash made this , too funny #Tolo  #Never  HTTPURL",1
Love how I can never fall asleep  #insomnia,1
@USER Sorry butt ,0
@USER @USER republicans suck more at identifying  than alanis morissette .,0
"@USER @USER In a musical , the music department is quite unimportant .  #umitsaMUSICAL",1
work should be fun today  :unamused_face:,1
Westbrook 16 points on 42 shots ok ok I see you working ,1
Left my lunch at home . Swansea canteen outdoing themselves with this generous and well priced portion of food  HTTPURL,1
We hold these kids back ...  #RUT340,1
#But #Buy #Couch #Enveloppe #If #Its  #HomeDecor | Please RT : HTTPURL HTTPURL,0
Yay jury duty :unamused_face: ,1
That was a great 3 hours of sleep ,1
Good morning hank its saturday im starving,0
Absolutely love waking up to snow ,1
"@USER Marvellous ! Sounds nothing like any jingle bells song i 've ever heard ! I can see you in mismatched socks , tights & cricket gear :-)",0
Youve got to just love the efficiency @USER two-day service !  #7DayService #prioritymail #hahahaha HTTPURL,1
Photo : Abstract Tribal Bubble Jumpsuit Size : s-xl Cost : $ 39.99 HTTPURL,0
MT Darth Vader is polling higher than all potential 2016 US presidential candidates HTTPURL you surprised ? ,1
Good thing y days not ruined ... ,1
I 'm going to Finnish all my homework and get caught up on everything over the break  HTTPURL,1
Got to play w dogs last night ! HTTPURL,0
"@USER @USER I thought it was , what I call , the wet look lol",0
walking in this was fun  HTTPURL,1
Who 's eating everything on the table for Noche buena ? :person_raising_hand: :person_raising_hand: :person_raising_hand:,0
"Mike Smith and Brian Hoyer walk into a bar . They sit down and at the same time say "" I told you it was n't all my fault "" #Coyotes #Browns",0
thanks for clearing everything up Koenig  #serialbrady,1
@USER : Stay faithful or stay single,0
"Coin ! erraji : "" ZeeGingaNinja : because it seems that some people here need this clarification #sydneysiege  ... HTTPURL """,0
To all u #deadbeatdads ur not worth a hair on our #kids heads .. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me,0
way to prove that women are more than just breasts & an ass ...  :unamused_face:,1
Please snow let us get out of dance early,0
@USER this Friday  lit,0
@USER that 's my Saturday night entertainment ...,0
"@USER @USER @USER whenever I write anything with the word "" immigration "" in it , I 'm happy if there 's back-and-forth .",0
Oh look at me ! I 'm making people happy ! I 'm a magical man from happy land ! Who lives in a gumdrop house on lolly pop lane ! | | ,1
The long commute to work ;  for this #KeyboardCowboy #anyonecancode @USER HTTPURL,0
@USER great story about the student trying to get the teacher fired ! !  #moron #storywasstupid,1
"Take me to church ... , . ",0
@USER @USER What does PTI do apart from whining ?  #Youthiacrasy,1
@USER Players are penalized for not playing defense as you 're aware . David Ortiz barely above average in ' 14 based on WAR .,0
I am so happy that Thad ( the Lead Multiplayer Designer for Hardline ) followed me XD,0
stl.You Will Never Win Again RT @USER : New Manager ? New Striker ? New Transfer Committee ? ( cont ) HTTPURL,0
@USER @USER an e-reader would definitely help save my life if someone broke into my house . Good call ,1
Oregon marching band playing @USER music . #awesome #OregonDucks #OregonvsFloridaState #RoseBowl2015,0
They done worked me so hard,0
 just our problem - The Express Tribune HTTPURL,0
Why is n't there a playoff legend Romo ? @USER ,1
@USER are actually going to contact me rather than just apologising via Twitter ?,0
I do n't wanna hate religious people . Cos i am one of them . I 'm so religious in music . #ahaa ,1
of course the day that it 's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife ,1
"Thanks to #TeamIpswich ED for making the news crew and I so welcome this morning , as they always do . #BlackFriday filming #ItWasQuiet ",1
@USER why would you do this ... @USER #superman  #childagain HTTPURL,1
"@USER Hi ! I have just received a photo of my dear parcel from China , amazing he is travelling around the world ! ! ",1
@USER this is not real life . believe me .,0
Such a great damn day . ,1
@USER nice to see you admit your errors  slightly different from your earlier stats for 2014 ! @USER,1
Remember Black Friday was a bust ... ,1
Just a friendly reminder ! #motto #advice #you #are  #defined #by #your #past HTTPURL,0
"If you wanna look like a badass , have drama on social media ",1
Oh how I love that my ass is too big to fit into my jeans anymore .  #bigbootybitches,1
@USER The day one of him minions was carrying a sign saying my mother was fat was one of mine . ,1
@USER @USER I love how JoJo has kept it classy ... ,1
@USER @USER @USER problem solved no more reading out at FMQ what someone at WM wrote ,0
@USER wow .. she really touched them with that tweet . ,1
@USER funny joke there bae ... ,1
"Sony got hacked again ? Oh man , big surprise ...  : HTTPURL",1
"None of the big , disruptive innovations in our lives have come out of brainstorming . - Bruce Nussbaum HTTPURL",0
"@USER : Two years ago i got binoculars from my parents cause I needed to look to the future , I was like cool :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: tweet of the year",0
"@USER the hostel is fine actually but I 've probs caught like 1000 germs walking around London , thanks for wishing me better ",1
@USER :) ) thank you so much . Such a generous display of kindness from your side .,0
I 'm so afraid . ,1
HTTPURL #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk,0
"Heh , and fat , too . #ShotsFired ",1
"There 's millions of autobot & troll accounts on Twitter that post dumb sh * t for RT 's , then people call them stupid & naive . | | ",1
Stay tuned for drunk videos of my mom,0
"@USER @USER @USER @USER @USER Come on lads , you 're fucking better than this shite you keep showing",0
How do we end up talking ? .. oh wait .. we do n't talk .. whooops #cutestcouple ,1
"Come on , it 's lovely weather for a sleigh ride together with ewe . HTTPURL",0
@USER what time is the UFC press conference tomorrow with names of numerous fighters getting cut ,1
"@USER Nah , it 's better we all act like the North Korean govt and police people 's private thoughts . ",1
I can't waitlove #this #is #love #and #you #cAn  #tell #me #how #much #this #is #gonna #last #beth #rip #twd #forever #bae ... HTTPURL,0
"Wow .. #shocker  RT @USER : Dick Cheney on CIA torture : "" I 'd do it again in a minute "" HTTPURL HTTPURL",1
Seems as if @USER wants to endorse me on LinkedIn for  - any thoughts on this from the #OMCchat crowd ?,0
It has  #been #seen HTTPURL . com since . progoneate follow @USER #mariland HTTPURL,0
"Guess its just me , brett and my mom this year . Gotta love my family ! ",1
@USER huge congrats on signing ! Could n't be happier for you & the fam . | | How 's the view from Everest ? | #OriginalPatNeshekFanClubMember,0
@USER try your luck tom ! You can be one of the 20 free passers and makatanggap ng free item from david . Okay na yun tas uwi haha,0
@USER Kohli showing all the guts of Scooby Doo . #CaptainCourageous ,1
@USER Thanks . I 'll have to check out another store in Calgary .,0
I guess waking up every couple hours is cool | ,1
"Why is it so hard for people to cover their mouth when they cough ? ? Specially old people ! Wtf , is n't it common curtesy ? #coveryomouf #nasty",0
@USER does n't get more #indiefilm than #miboxzombie HTTPURL :-),0
Gee faculty at nicholls are so helpful ,1
@USER great Christmas present  . Unreal what the alcohol industry will do to lure young people . #sad #nosocialconscience,1
#Israel #raps #Palestinian # U . N . #draft as ' #gimmick . ' HTTPURL via @USER,0
"Someone took my lucky hat today , yay , is n't that fun ...  #IhopeIGetItBack",1
Heaven knows I 'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  # a #goodmood #weirdpose HTTPURL,0
I always can't wait to see how  works . #IfYouKnowWhatIMean,1
Uhhh can't sleep someone like n I 'll text u my phones dry ass fuck fr #am  # a #boring #person,0
I do n't even have progress on my thesis tas preparations for our event this thursday :weary_face:,0
@USER @USER sounds like #Cubs wo n't have room for Lester battery mate David Ross .,0
well .. that was a nice text to wake up to  .,1
@USER One of those obvious when you see it but oh so clever ideas ! ! Glad you approved !,0
That 's nice . ,1
because learning for the finals is fucking amazing . ,1
3:30 am is a great time to learn the male reproductive system . with the biggest and brightest power point slides ever .  #biology,1
I bet its warmer in Nova Scotia today ! #frio #cold #freezing #costadelsol  #IloveCanada,1
"You keep cops and civilians accountable with body cameras  RIP Eric Gardner . Cameras do n't keep people accountable , people do",1
@USER Hope 2015 will be a great year for Destiny on PC :p @USER,0
"Just in case anyone was wondering , Veni Vidi Vici in Spanish is Vine Vi Vencí #studybreaks #UMDFinalsWeek",0
My son gave me a cold ... again ! ! ! Yay !  ExcitedAboutThisShitAtAll,1
I just swallowed my giant lozenge . Now my throat actually hurts . I 'm glad I have Twitter to share my despair . #sick,0
What an awesome performance by the Choral students @USER tonight ! They 're developing young stars of the future right here in #yeg !,0
@USER : Jackie Just Had the Best Joke I 've Heard In Awhile |  :face_with_tears_of_joy: :weary_face: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey:,1
"The worst is when they consider things like "" conservative tribune "" as a credible source of information . Totally not bias . ",1
Photo : #Say it loud say it #proud ! #Nope #never !  a quitter and will never #be ... #always #winning even ... HTTPURL,0
@USER @USER I love button pushers ! ,1
@USER Wow ! I can now afford that holiday I 've always wanted ! ,1
Get Updated with Basant Rai is out ! HTTPURL Stories via @USER @USER @USER,0
"@USER @USER @USER hope you have more ambition john , cause no one else seems too . ",1
@USER @USER | Answer 2 - More than 150 artists | #WinSunburnPasses,0
Only a true nightshift person would understand this #nightshift #hardcore #teamwork  #always ... HTTPURL,0
Watch father and not his daughter FUCK HTTPURL #Old + Young #father #and ,0
What a lovely day to drive  #boo #fog #work :flushed_face: :flushed_face: :flushed_face: HTTPURL,1
@USER Are n't humans the ones who are playing the sport ? ,1
Used my brains and stopped drinking at 8 and been on the tea feeling sober and good .. Bring on tomorrow :face_blowing_a_kiss: :face_blowing_a_kiss:,0
Go get it you broke ass bitches .  my fault,0
@USER @USER @USER @USER @USER @USER @USER Ya welcome hunny :kiss_mark:,0
@USER @USER Johny UR cracking me up on Facebook chatting up my mate :grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face:,0
Should I buy these ? And become a full time hipster ? Lol !  ... HTTPURL,1
@USER oh man . You will have to get everyone singing ready for when I 'm in :face_with_tears_of_joy:,0
Planned on an early night last night .. Oh yaa course that happened ..  #gotinterupted,1
Spending the majority of my day in and out of the doctor has been awesome . ,1
@USER Sig-ni-fi-cant witter ,1
one essay submitted now to start the next one :') #thirdyearlife #loveit ,1
@USER @USER great days there under Wilko . ,1
"Oh Oh mum is  #going to be #pleased #littletike HTTPURL """,0
@USER funny ,1
"I love that when a female expresses herself in an emphatic manner , it 's always attributed to her menstrual cycle . - Mags  #PMS",1
@USER hope you had a nice Xmas babes X,0
The most wonderful advantage of not being a ppl-pleasing daft is that there 's nothing to worry about changing your perspectives ( adjustments ),0
#SocialMedia Where it 's perfectly normal to talk to people in pictures ! ,1
@USER I wonder what % of that 43 % agree on what a private cloud is,0
Just watched how Pretzels were made . #interesinglife  #whatamidoingwithmylife #longesthashtagnotneededbutYOLO,1
I only bought a few people gifts this year :flushed_face: :flushed_face: :flushed_face:  HTTPURL,1
THE WORLD'S BIGGEST ONLINE JOB Click and Get Started Now ! HTTPURL,0
"I deff missed my mom yelling up the stairs "" chanelle wake up ! ! ! "" #lmao  #stfu jks love u cuz you 'll prob see this",1
How could he kill is best friend  # a true #friend,0
Why did n't I start watching the tudors earlier ? #iloveit,0
I love being unappreciated ,1
Everytime I try to like Chris Brown he does something to royally eff that up . Dude is a chronic loose cannon #chrisbrown #Karrueche,0
love taking the subway alone at 2:40 am ,1
 3 But 350 Girl Friends - #DrAmbarish - Upcoming Movies HTTPURL,0
@USER @USER No reply . What a surprise . ,1
@USER : Let 's go workout ! That jiggle is not going to jiggle itself away #ThingsYouSayToYourBestFriend this is so us  @USER,1
@USER plus my memory is short and I deleted all those pic you shared . Boom . ,1
I feel like crap today . So instead of Redbull I 'm drinking something healthy . #NewYearNewMe  #TotallyStillGoingToDrinkTheRedbull,1
Catching up on the RHOA ! ! ! #love the drama,0
"@USER for the #yoga people out there , this is a Down Faced Dog dinner ! #MerryChristmas HTTPURL",0
Oh this will end well .  RT @USER : Military-Style Tech Finds Way Into School District Safety Measures HTTPURL,1
"Dear Dr . Diaz , gravity does not exist , Einstein got it wrong . I wrote a book explaining my theory , let me know if you want to read it ",1
#Johnny #Football #time #is  # a #fun time #any #more : The Cleveland Browns went into Sunday 's game against the ... HTTPURL,0
Now to write a JavaScript RegExp that allows . and ' in e-mail addresses ... HTTPURL,0
"Explosions ! Nicely done . Apparently , the Joker & I have a lot in common . That 's ... disconcerting . HTTPURL #Batman #StarTrek",0
Reading the Dundee United chairmanship statement tonight and you have to say what a lot of tosh .. care of young players indeed ,1
@USER How do you score on someone ?,0
@USER y'all are doing a great job at keeping people safe ,1
Big shocker that 2 of 8 called in ,1
@USER | Horrible day in Cambuslang !  very Christmasy HTTPURL,0
Gonna be the shittest Christmas ever without my mum .. Gonna get so drunk :tropical_drink: :tropical_drink: :tropical_drink:,0
#sotrue #ihavenolife #misshim #lovehim #haveabetterone #Justin #no  #justinbeiber by grandtheftauto_five_troller HTTPURL,0
@USER It 's so the speaker remembers their talk 's over . Otherwise how would they know ? ,1
"@USER : It 's 2015 . Why am I still manually turning on / off WiFi , Bluetooth , NFC , etc .. ? #fb yep",0
I seriously loveeeee how much you care ,1
My death will likely be caused by  at the wrong time .,0
Hahaha ! @USER enjoying the #selfiestick I got her for Christmas ! HTTPURL,0
"He looks a decent bowler . Not really a 5th bowler , but , in a balanced side potentially 6th bowler Styris on HSohail . #pakvnz ",0
Ca n't believe @USER is even considering renaming the Academic Building after Perry ... b / c he did so much great stuff for public educ ? ,1
@USER yay ! ! ! It works  #HateWhenThingsDontWorkRight,1
* looks at blackboard * | * calls life alert * | Help my grades have fallen and they can't get up,0
"I feel faint after chasing a whippet and Lily , Libby , Gabby , Millie the cats who were playing chase in the garden #AintItFun  ! ! fun",1
JFK BAGGAGE IDIOTS ACCUSED OF STEALING SHIT RIGHT OUTA YOUR LUGGAGE ! | SHOCKED ? | UMMMM SO  | THEY HIRE MORONS ! | PUT THE ARMY IN THERE !,1
@USER I 'll be a bit sweaty by the time I get to you !,0
DNA from Richard III has thrown up a surprise : evidence of infidelity in his family tree . HTTPURL | | Well I 'm SHOCKED . ,1
"Committed to you , your privacy and an open Web | Please turn on JavaScript to display this page correctly . | | Firefox homepage ",1
@USER THAT'S WHAT I'M TALKING ABOUT ! Awesome Win CAVS ! ! !,0
Ah yes . Just what I wanted today - a pounding migraine . ,1
isnt it the best when youre really tired then when you finally get in bed youre wide awake ? I LOVE IT ,1
"finally going to bed , definitely looking forward to waking up in 5 1/2 hours . :thumbs_up: ",1
"@USER street lights on during the day in Clayville , Olifantsfontein . This should not be happening with #loadshedding problems . -on",0
The #hardest thing 's  #knowing & #having the #faith to #keep #going HTTPURL,0
HTTPURL #TeenAnalCasting #2003 2003 Ford F - 150 XLT Mulberry FL 33860,0
#marleyandme RT @USER : Sources tell @USER and me that Dodgers are showing serious interest in Jon Lester .,0
"@USER @USER hitting the big issues , champ . ",1
Dark grass does  rustle . HTTPURL . com #brakiest by #MonsterMMORPG #mt121 HTTPURL,0
Wickedly ignorant bout Black Americans see racism in everything '  a figment of their imagination #Cannot be trumped by J'can hypocrisy #NNN,0
"Good job @USER ... "" @USER : Same-sex marriage harms free speech , new Ontario judge wrote in 2012 HTTPURL "" ",1
Still time 2 enter my @USER sample #giveaway on my @USER channel ! Check it out here HTTPURL #modere #bbloggers #beauty,0
@USER @USER Will probably get to write more about the show by doing so ... ,1
@USER but you can't expect us to hire one in only 3 weeks . Who moves that quickly on a coaching search ? ,0
Wish she could have told me herself . @USER #nicolescherzinger #OneLove #myfav #MyQueen :red_heart: :red_heart: HTTPURL,0
 is too complex a word for him to understand @USER @USER @USER,0
"soon , stop , wtf , and omg are deff my fav things to hear :face_with_tears_of_joy: ",1
@USER : when ur boyfriend interrupts your selfie HTTPURL yeah happens all the time ,1
True  HTTPURL,1
So ill . It actually hurts to breathe . Still that nice long walk to the station did me the world of good ,1
"#OrionLaunch go , no-go , go , no-go . I 'm getting dizzy ... Imagine if there was a crew in there - how stressful would this be ? !",0
 much ! !,0
Love games during the week because I do n't get to go to sleep until like 1 ! ,1
"@USER Be more narrow with that knife , you might just find the target to answer that . -Sarcastic .",0
"This team from Covington , KY pretty much sucks . #gosteelers",0
@USER : Adding #traditional makes the statement #legit #justbecause ,1
I 'm pretty sure I have a snowman problem .,0
I bet I 'm the first to use that one ,1
I 'm so different when I 'm back home ... I blame the work crew #rowdy #banter  #toomuchlove #360family,1
"My family might find a giant lump of Ice sitting where I 'm sitting right now . Transformation is nigher , my fellows .",0
@USER MK1 Shadow Shift was so much fun .  @USER,1
#TortureReport trending ; I was n't aware J . K . Rowling released her new book . ,1
:unamused_face: Half of the testing group was very helpful today . ,1
@USER Adrian was raised that way and he made it to the NFL . Maybe he thought that would motivate his kid to get there too ? ,1
You really know how to treat a girl ,1
"Hey , @USER . DenialCSGO decided that they want to replace @USER and I 'm their new player . #NAShuffle Nobody is safe . #CSGO ",1
has anyone visualised the different colours and flavours of twitter streams ? kinda lipmus test .,0
"Headed to Huntsville , TX this afternoon . Try to contain your jealousy . | ",1
Since when did train fare get so expensive ? ? Jesus ! Might aswell of drove ... Shame I 'm drinking ,1
I did n't know the story of Noah had transformers in it . Man the modern biblical tale killsssss it .  #whatarethelivingrockpeoplefor,1
I was really happy to hear that all of the NBC hockey talking heads pointed out Ovechkin 's strong Corsi & + 4 status this season . ,1
Really loves dentist appointments . ,1
Check out some things I 've been really loving recently during the holiday season ! HTTPURL,0
"@USER you did n't make enough of a blót to Ullr ( God of Hunting , Skiing , and I assume hockey ) .",0
Why do I have to have a good game then a bad game and then a good game then a bad game again . :expressionless_face: :pouting_face:,0
Glad I 'm up at 1am ,1
"People these days are so loving , accepting , and nonjudgmental . It 's great . ",1
Rants about being pregnant and judged for buying a bottle of wine . Poses weekly for belly pics in front of wine rack .  or #fail ?,0
Hold It Bub ! > > HTTPURL > > #cartoon #comics #funny #jesus ,0
Do I ... do I want to know what he has in the bag ? #Cthulhu #Christmas #Lovecraft #SantaClaus #funny HTTPURL,0
What ? ! ? The 4 team playoff picked by 16 people did n't solve schools still being pissed ? ! ? I 'm so shocked !  #CFBPlayoff,1
"@USER nice , lazy search in google scholar could n't find a free copy - openaccess for the win ",1
Ohio State putting it #OnWisconsin ... No match .,0
@USER @USER your Irish fans can't wait ... Impossible to get ticket ... Boo hoo !,0
Lady in red :red_heart: :sparkles: :kiss_mark: :princess: :woman_dancing: | #ootd #im #the #mom  #the #godmother #lol #athenakairalyn #baptism #love ... HTTPURL,0
@USER @USER @USER His tweet in the context of his history is what makes it a clear bait .,0
