index,label,tweet
103,0,"BJP-CONGRESS nt disclosing detail of 3600 cr. donation received,still Media/Bhakts questioning AAP #irony #MufflerMan http://t.co/eMUWoK00Tl"
61,0,@TheStalwart @M_C_Klein @matt_levine @reihan @charlescwcooke and what about the blacks you guys they don't know what to do with money #Irony
3056,1,Loooovvveeeeeee when my phone gets wiped -.- #not
757,1,@NewDay: .@JebBush considering a run for the @WhiteHouse: http://t.co/nq5JO2ZrQ6 #5Things http://t.co/HC74bNlZuT <shocking> <#not>
147,0,Well that's me living till I'm 200yrs old!!! #sarci #sarcasm #sarcastic #wit #low #constant http://t.co/8NzMFso9Do
244,0,Wash hands with water? MOH is rubbing this on everyone's face? #irony http://t.co/sPgfZZIqLO
156,0,Just received an email that I am the heir to the Nigerian Petroleum Corporation. I should immediately send them all my bank info. #sarcasm
2930,1,@twitterlessTROD has the best pickup lines #not
134,0,@AskPlayStation Have you guys tried unplugging the servers waiting 10 seconds and plugging them back in? #sarcasm #psndown
1408,1,@ForexEric @HeidiL_RN @unsavoryagents YES! Vote for SATAN (@HillaryClinton) in 2016!!!! #NOT
13,0,Did you know ? If you are reading this right now you are not blind...lol. #sarcasm
2027,1,Beautiful day #sarcasm
143,0,@IkeMagnifico Funny thing is now she's a security guard at Fed Ex in LA where I pick up all the time. #Irony
214,0,"Well now the festive season has begun, let's take a moment to reflect on how much more royalties Slade and Wizard will get #sarcasm"
182,0,"Spiky popularity of the name ""Spike"" in the U.S. RT @randal_olson Baby name #irony. #dataviz Source: http://t.co/WAm4OzLfWo"
604,1,Absolutely love being harassed by a group of twatty adolescents on a late night shop #Not
50,0,@Defothedinosaur get around them #not
760,1,#Sarcasm :-|Gifted by the God|Improved with Skills| #KarmicThought #WiseWord
179,1,@deWaardSara You can afford stocks? Teachers make SO MUCH money it's crazy! #sarcasm
1752,1,Last day of sewing selfie! #fashionmajor #rough #sewing #weresogood #not @_erikarose http://t.co/YmThYUCcjd
1622,1,Throwing up is exactly what I want to be doing at 7:30am... 😷😷😷 #not
1611,1,Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not
1087,1,Feeling like crap. And being treated horribly too. It's a great day. #sarcasm #iwanttogohome
8,1,Oracle on Windows 2000. This should be fun! #Not
381,1,"Murdered baby, black man in US, kids in Thailand and a woman's body in Avon gorge. It's a jolly day for news today #sarcasm"
2916,1,Watching creepy shit before bed when alone = bad idea. Is there a spell to turn a French bulldog into a big ass bulldog? #bewareofdog #not
783,1,"so @AskPlayStation still waiting, my son is very happy enjoing his christmas gift #NOT... i cant understand how u didn't prevent this ..."
173,0,"If there was no #CFBPlayoff this year, would there really be an argument against #ALAvsOre for a #NationalChampionship? Shouldn't be. #irony"
1982,1,@veebex haha cannot wait for monday #sarcasm at it's best.. cheers
1413,1,love is bliss... #not
10,0,@LifeCheating doesn't lucky and fortunate mean the same thing?  #irony
356,1,@dannyV916 @bagmansgirl Yes. I want to honor someone who died so I'll go steal a TV and Xbox and whatever else I feel entitled to #sarcasm
2780,1,glad to just find out we had a quiz due yesterday and I didn't even know thanks for the notification blackboard #not
1589,1,Oh this will end well. #not RT @JonathanCohn: Military-Style Tech Finds Way Into School District Safety Measures http://t.co/uGFWTCZlVK
228,0,"While we applauded ourselves on getting to the Moon, Carl Sagan spoke a truth we all denied.|#irony http://t.co/AY20dRme0L"
267,1,True #Not http://t.co/38hrutRf0r
256,0,@mfouesneau It's so the speaker remembers their talk's over. Otherwise how would they know? #sarcasm
284,1,"Oh, thank GOD - our entire office email system is down... the day of a big event. Santa, you know JUST what to get me for xmas. #sarcasm"
138,0,"@NeezmhaNeez Technically, we aint muzlamics until we believe in a guy lost in a cellar as our saviour. |#irony|#TrueStoryFam"
2834,1,Ppl keep snapping me and I can't snap back because I'm looking too good rn #sarcasm
1939,1,So ill. It actually hurts to breathe. Still that nice long walk to the station did me the world of good #not
233,0,"@SteveMcKrosky @imbalaska @DaveMyFace @Clover_Joy_ @den2114 @MeyrickHarris ""left regressives"" is that not a label #irony"
3047,1,.@tomorrowstand Yup. That's exactly how we do it #sarcasm
1844,1,I just love working Sunday's. #not http://t.co/97bcc557Pi
28,0,@RMaybo another case of away the lads #Not or to put it in song tell me why we don't do north london !! #TyneWeirSunday
2940,1,That one time I didn't feel in over my head. #sarcasm
209,0,itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm
12,0,"@michelledean @AVAETC not playing out in the provinces like, oh, Mississippi. #irony"
186,0,Happens Every day. #not http://t.co/F8lrSVV79q
954,1,@KSeaboldt The pace of KCRoyals activity at the Winter Meetings is giving me vertigo! #sarcasm
1168,1,@dep_fm I think that was the joke. #irony
0,0,@yWTorres9 time to hit the books then #irony
97,0,Photo: Cheers! #vodka #mother #energy #drink #tipsy #on #one #drink #Cadbury #not #alcoholic #Friday... http://t.co/9nIao1XChp
499,1,Cc: @JohnCropp My last tweet. Wayne's World is a great movie. #NOT
184,1,"@benrhodes I bet you're gonna be outside today, its soooo warm, T-shirt and shorts weather 😳😏 #Sarcasm #Funny"
2473,1,"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie. #not"
1480,1,@MericaMcFreedom @Salon Because Bill makes too much money making speeches now and he's so honest :) #sarcasm
7,1,Many of the best ideas come from having fingers too fat for your keyboard. #not #nimble #not #agile
146,0,Why does sue give bonnie anxiety and stress pills #not
2893,1,@APMarkLong but it wasn't as bad as that picture seemed to indicate.  You're still a very horrible person.  #sarcasm
1381,1,"Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS #sarcasm #hesnodeed"
1978,1,That moment when someone accidentally deletes everything on your phone #BestChristmasEver #sarcasm
2612,1,"@COD_WATP he offered it but he made it sure the board refused double 16m in October, all in Rangers interest #Not"
396,1,@BillPowers9  but if we all hold hands and sing Kumbaya they won't hate us! #sarcasm
217,0,".@ChrisBrett2 @/RBRNetwork1 @GaryBlackal @DiveConLFP I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not"
174,0,Well. If it's not one thing it's another. But hey why not a like new exhaust. #pissed #sarcasm #GRRRR
382,1,Girls who put their area code in their instagram about me...so clever! #sarcasm #stupidsauce #mymomcoulddobetter
1091,1,@Katerintree obvi because every Jesuit is a heretic #sarcasm 💁
354,1,I love putting Flobeam mechs back together.||#not
1627,1,Nice to see Dwight yorke being his normal impartial self as usual #villalovein  #sarcasm #AstLei #lcfc
2795,1,Marvin Lewis clearly thinks very highly of Johnny Football #not #norespect @amicsta
2361,1,love being able to be comfortable in my own room😃👍 #sarcasm
99,0,".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him. #Sarcasm #caring"
529,1,So nice to have a final before the sun is even up 😊 #Sarcasm
2408,1,Grown women acting like children is my favorite. #sarcasm #dramatic
62,0,@vhdawg The day one of him minions was carrying a sign saying my mother was fat was one of mine. #irony
1447,1,Well it's always a good time losing at the Bay...#sarcasm @lylestor11 @Lampi626 @bubbs11214
1694,1,My favorite dreams are the ones where you wake up covered in tears. #not
102,1,@VTUK @shaunesden @LivingQWales @RightSurveyors |Ha ha! Christmas cat looks well impressed #not
7,0,Why am I sick? *looks at other tweets* oh yeah sex... #irony #lame
737,1,the wheels on the bus are broken down broken down broken down😊🎶 #sarcasm #fml #omwtothemet
1287,1,Funny Annoying You Men's Tee http://t.co/bDSBZ93PCc Great for family reunions! #funny #sarcasm #tees
1809,1,Remember that one time I worked both jobs while sick and it didnt suck at all... #sarcasm #notworthit
2675,1,walking in this was fun #not http://t.co/zypW2tsnAk
199,0,Reading the Dundee United chairmanship statement tonight and you have to say what a lot of tosh..care of young players indeed #irony
230,0,It is good that very few businesses/govts in EM economies have borrowed much via dollar-denominated loans from international banks. #Sarcasm
659,1,@AskPlayStation returning my brand new ps4 thanks to your faulty security. #goodjob #not
2550,1,I love hearing people's explanations about the dating world in America in the library while I am studying #sarcasm
2711,1,"finally going to bed, definitely looking forward to waking up in 5 1/2 hours. 👍 #Not"
72,0,I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly #irony
731,1,Yeah so I'm on a diet🍕 #not http://t.co/RfgZvzuBC5
178,0,I bet I'm the first to use that one #sarcasm
8,0,@Sidra__PTI you may also see flags of ISIS with him #Irony is this govt and ch nisar don't admit :'(
106,0,Sums up my week really #sarcasm #NursingLife #WorkingDaysAndNights http://t.co/X3vnjbiSsy
1865,1,Happy Monday! #Not Hate mondays.
1314,1,"@_kaypro @bglassify Yes, fountain jumping sounds like a great January activity. #not"
1367,1,It's so easy to focus on what's at hand when you have a million other thoughts running through your mind at the same time. #sarcasm
202,0,"People complain about my backround pic and all I feel is like ""hey don't blame me, Albert E might have spoken those words"" #sarcasm #life"
24,0,@JustinTrudeau Won't our national hockey expert at 24 Sussex Drive join you?? #Sarcasm
68,0,@bombguy95: If You Re A Chelsea Fan. Its natural To Be Sentimental.. If You re An Arsenal Fan.. Its Natural To Be Stupid||Spelling? #Irony
118,0,At http://t.co/mjC7vaiyE0 -- The sun finally decided to play #beastside #tahiti #not http://t.co/BiImkrtTn4
197,0,I'm not in enough dance practice whatsapp groups yet. #december #winter #weddingseason #sarcasm
107,0,@TheVampsband who doesn't?? #sarcasm
1437,1,Today is already shaping up to be fabulous #sarcasm
101,0,Look! It's a white Christmas after all! #Sarcasm #MinnesotaProblems http://t.co/fFGDuJxgBj
190,0,@billdossett LOOL from the guy with multiple twitter handles #irony
227,1,@CollegeGameDay fan-freakin-tastic! Can't wait #sarcasm
631,1,@Big6domino @CNN Well that's a completely well reasoned and thought out argument. You've changed my mind!!! #Ferguson #sarcasm
1540,1,Waking up with your cat attacking your hand is always delightful..... #not
224,0,What to do with that old #motherboard you have laying around. #NOT http://t.co/RjtcaMq9Gz #guitarpicks
35,0,As if i need more water in my pasture. #not
1897,1,Another day in paradise haha #not
2483,1,#TGIF oh just kidding I have 30 mins from one job to the next. love 12 hour days. #serverlife #sarcasm #nolife
149,0,I give people a break 2 say that without my supporting cast that none of my works would of made it is tosh. Did nobody get #Extras #irony
71,0,@scottishfirst @PG1888 Whilst #SLabour #BlairMcDougal #DeputyDug recon its in #MeltDown safe in #BetterTogether of course ... #Not
220,0,@manicsue: You want to see something Irish!!Of all the reasons to be closed 😂😂😂 http://t.co/ePyGvA9pwU #irony
584,1,@ClayTravisBGID One could hope. #sarcasm
225,0,@dsobek No ... now someone will start a rumor of $ABBV pricing their HCV drug same or higher than $GILD #sarcasm
2754,1,"I love math, I'm so amped for my final like 7 hours from now. I hardly studied for it. #IBeenDoingIntegralsSinceThe5thGrade #sarcasm 😄😜😂😣😰😫😖"
27,0,"Where you our #ShamiWitness now? #sarcasm |""@Dannymakkisyria: The gunman is also said to be monitoring social media activity #sydneysiege"""
1072,1,Life requires one to be strong at different times. I wear my red briefs over my pants. U just need a lil lust to see 'em. #TooMuch #Sarcasm
2915,1,What a pleasant way for Minneapolis' most prestigious publication to describe its female audience. #NOT http://t.co/5Gxuq6WDJk
90,0,#Laundrymatfun#LOL#NOT#YesIsaidNOT#spincycle#youspinmeround#recordplayer#thatsmykid#80smusic#teachingth http://t.co/jhIjrzRGl9
38,0,@dohanews they can use white/maroon xmas trees :) #sarcasm
105,0,Good luck today DJ Durkin. It is NOT great to be a Florida gator. |#not |#fuckUF
2356,1,Nosebleeds in the morning are my favorite #not
2629,1,The ER sucked tonight ... Urgent Care tomorrow .... YAY #not #fml #ugh
207,0,Produce Mobile Apps #not http://t.co/3OV57ZhqcH http://t.co/wX1DbI8W9M
2949,1,"Don't you just love when you say hi to someone in the hallway and they completely ignore you? Yeah, I love that too. 😒👊 #not"
67,0,#bitch #bitchy #badass #lol #laughing #jokes #sarcastic #sarcasm #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk
252,0,"I guess Paul didn't have buns, hon. #EatenAlive #not @Discovery"
1927,1,@XFINITY yay another outage in less than 8 hours. Keep up the good work! #sarcasm
2251,1,Why can't heroes be happy in DC Comics? I mean even their great flagship romance (#sarcasm ) is a Fauxmance and will bring about destruction
1735,1,"Today I'm standing at the front of Tesco wearing an Elf's hat, saying hello to customers and getting ignored. #dreamjob #not"
215,0,@RadiNabulsi Our 3 losses followed bye weeks & an FCS team. Do we get rid of those next year? #sarcasm
2990,1,Lol at the #EatenAlive show. if that's the name of the show gotta do it not quit cause the snake was hurting his arm. #goodtv #not #garbage
1595,1,i'm so funny #not
1176,1,i can always count on freshmen to make the library loud. THANKS #sarcasm
2586,1,My solo costume so far is Charcoal Grey Bottoms.... making some real progress. #not
1068,1,Is there even math cells? if there is they're not working ahhh hahaha #mathisfun #not
2904,1,Watching Christmas movies alone is like so much fun. #not
545,1,I see Toledo made a good name for itself last night #sarcasm
1887,1,Bruh. I just realized I'm wearing her shirt. The chick who dumped me. Lmfao #irony
3046,1,Library computer has frozen again #shocker #not
454,1,Shitty drivers are always fun. #not
175,0,Saying No to Them is the first way you say yes to yourself. #irony
792,1,I love it when people try to tell me that Oakland is so much easier than other schools 😡 #not
2403,1,I only bought a few people gifts this year 😳😳😳😳 #not http://t.co/dCNW7tTApn
1587,1,13 voice mails at work is always lovely #not
2122,1,Gym and I are gonna have a reeeaaalll nice date tomorrow. #not #imgoingtostruggle #VSFS2014
78,0,@Fleshframes plus my memory is short and I deleted all those pic you shared. Boom. #not
133,0,@ninjalikescheez did your python tweeter send that? #sarcasm
475,1,"Great, I've got a lung infection. This is fun. :/ |#sarcasm #notfun #miserable"
236,0,@DarlaMiles7 then later he snuggles up to The Royals with giddy glee #Irony
424,1,Pretty much the real deal #not #thanksmom http://t.co/IZoLRKldU4
235,0,Jeez I wish the government paid for my food. #not #EBTbitches
1539,1,"@MaddentheTwiggy: So happy I got an offer from Trinity Laban, I'd take Greenwich over Leeds any day leeds is where it's at 💃✋ #NOT"
245,0,Decemberbessen #not #fail #footprint sorry.... http://t.co/wsoYa1Wu1J
2928,1,Why is paper so sharp? Someone should put a ban on paper! #sarcasm #liberalmentality
629,1,"It's hot, it's humid & you're wearing uggs. Wow. Nice style! #sarcasm"
2463,1,Love that I still have kids that still wake up early on Christmas #sarcasm #justkiddingIlovethem
2465,1,"Working super early on a Friday, when your will is weakest, is a pure treat. #not #tired #stormageddon #ArrowMidSeasonFinale"
1283,1,working a double on 2 hours of sleep here we go let's get it #not
165,0,Yet another angry #Bluehand moron blocks me after just one tweet :-p https://t.co/sdK34lzWrd #Irony
1,0,"HaHaHaHa!! #hypocrisy #Irony ""MT @Independent: Katie Hopkins calls Russell Brand a bully..........: http://t.co/DZ05xHiuwl"""
226,0,@GazzaDowns I actually think he needs to use the youngsters in this reincarnation #irony
1584,1,A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun.. #Not 😑
242,0,I wonder what triggered the anxiety? #sarcasm
95,0,Girl put your records on. Tell me your favorite song. #irony #inasong #myfav
258,0,@anamyid @i_contemplate_ @left_liberal effigies of jesus or allah..... when she herself hadnt kept any of d hindu gods #irony
1581,1,"@Esmerodo @MonteMcNaughton @MacLeodLisa Yes, and conventional taxis drive verrrry safely. #pfft #sarcasm"
249,0,"~I'm not closed-minded, I'm just dogmatic~ #sarcasm #contradictions"
46,0,"anw as long as there's nothing going on with the both of u rn, i can still forgive u but i cant promise to forget #sarcasm"
1788,1,102° fever. That's fun. #not
872,1,FINALLY TAKEN To the gir love #not #heartbroken 12~19~14
162,0,Just found out there are Etch A Sketch apps. #irony #oldschool #notoldschool
22,0,@amandakaschube Like I need to be reminded of BP Cup competition dates! #sarcasm
2,0,It will be impossible for me to be late if I start to dress up right now. #studing #university #lazy #sarcasm
177,0,The @PuneLUG moderation queue is flushed once every one planet Miller hour! #sarcasm
3066,1,I just love being in charge of comp music 😀 #not
583,1,I love how when I'm stressed my body decides to react by causing me massive pain. #sarcasm
172,0,well I clearly wrote that last tweet #not
1531,1,@dawncflv @MRbelzer he's the detective!!! lol #irony #OrTypeCast
862,1,It's funny because your a fake ass bitch :) #yourAtruefriendtoher #not
610,1,Good crowd at the Independence Bowl...#sarcasm
996,1,Girls who can rock this thang~ #PrincipalSwag #Not http://t.co/5eCiip7D3j
3,0,Just delivered @DominiqueAnsel #cronuts to @BouchonBakeryRC hmmm #irony its for a customer I hope!!! http://t.co/KDx0FhVqCW
816,1,.@ThatNeilGuy Isn't it great how all those ppl have done a public mea culpa since that didn't happen? #sarcasm
115,0,We prefer to lose the derby vs #SuC and fight for Ligna trophy. #NOT
129,0,The moment you realize that what have you done in this whole year . #sarcasm
1028,1,Love working and be exhausted all the time #not
608,1,@BBCRadMac @StuartMaconie years ago in M && S in Rochdale they had 2 left shoes on sale with a £5 reduction from full price! #bargain #not
938,1,Air Passenger Duty for under 12s to be abolished. AT LAST! Something to help the homeless and impoverished! #AutumnStatement #Sarcasm
213,0,The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for... http://t.co/n9b7T2Xj84
2551,1,Illinois just made it illegal to film cops? I guess that's a step in the right direction. #not #wtf
77,0,Take my time because I want it all right? #Irony http://t.co/NxkFIWFs8I
2192,1,also sick names #not
85,0,"Balak to Balaam: ""Come now, curse this people for me..for I know that he whom you bless is blessed, and he whom you curse is cursed."" #irony"
1514,1,@adooley3544 is so funny rn😅 #not
176,0,"@araancheta Yes ara i am not, and you know that. Hahaha 🙊 #Irony 😂"
2279,1,@dudleymbc happy new year to you too!! Thanks for the reply #sarcasm
532,1,Yay yet another week with a child home from school ill! Just a hint of #Sarcasm to brighten my day.
171,0,@Wields Ill see you in the Finals #Not
2185,1,A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii #Not http://t.co/zX7sqmztxe
86,0,Are they allowed to be touching each other's kneecaps like that?? #questionable #NOA #onuchapel #sarcasm
16,0,@mahobili @DrAwab What does PTI do apart from whining? #Irony #Youthiacrasy
1040,1,What a great Christmas. 😅 #not
1558,1,You really know how to treat a girl #not
20,0,Today I don't feel like doing anything|#NOT
43,0,It seems that Erdogan sends his best regards to the EU #Sarcasm
183,0,"@NintendoAmerica wait...there's a ""New Wii U""? #Sarcasm"
96,0,@Only1Neets Probably a Nigerian. #Irony
2840,1,"@bustedcoverage  but Russell is a good christian fella, he wouldn't do that. #sarcasm"
2030,1,@JeremyCee @oldmanebro thank God for Kanye giving these unknowns some help. #irony
2415,1,"I think my friend just sent @FrankieBallard a snapchat of me drinkin water, cuz she's fun like that #sarcasm #rehydratewhenyadehydrate #brat"
2786,1,Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly
1849,1,Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate #sarcasm
657,1,I love spending five hours a night doing homework! Please assign more teachers! #not
17,0,#TortureReport trending; I wasn't aware J.K. Rowling released her new book. #sarcasm
243,0,@BarryBlackNE I don't think the Hereditary Baronet wants to encourage a something-for-nothing culture :-$ #irony
141,0,Now i officially look single. Ha the #irony
48,0,Why isn't there a playoff legend Romo? @EASPORTS_MUT #Sarcasm
59,0,"@tritternz he lost his license not long after, mwahaha #irony @PercolateNZ"
748,1,@FoulNecromancer lol how and what is a cthulhu ?? Funny autocorrect so helpful #not
