dataset,tweet,label,roberta_on_irony_mix,roberta_on_polarity,roberta_on_sarcasm,roberta_on_sarcasm_mix,bertweet_on_irony_mix,bertweet_on_polarity,bertweet_on_sarcasm,bertweet_on_sarcasm_mix,bert_on_irony_mix,bert_on_polarity,bert_on_sarcasm,bert_on_sarcasm_mix,bert_alea,bert_epi,bert_total,roberta_alea,roberta_epi,roberta_total,bertweet_alea,bertweet_epi,bertweet_total
polarity,@USER How do you score on someone ?,0,0.0026148602,0.0024118149,0.93920445,0.31597334,0.030180626,0.030333992,0.85934263,0.7706122,0.04627968,0.024561878,0.57502663,0.24596022,0.5306252661748382,0.048764418083610234,0.5793896842584484,0.623082694971953,0.1462319953427603,0.7693146903147133,0.6811227598559073,0.15493055028130215,0.8360533101372094
polarity,that fits @USER @USER @USER @USER,0,0.002424613,0.0027519239,0.14345293,0.044417955,0.12584788,0.06882515,0.81059,0.059808716,0.01968383,0.02969336,0.09691841,0.15837798,0.2693100342856042,0.003134853487465726,0.2724448877730699,0.19336522398886796,0.003312080727439735,0.1966773047163077,0.5795114069912956,0.09940334118767835,0.6789147481789739
polarity,Nice soak in the bubble bath :face_blowing_a_kiss: :face_blowing_a_kiss: :face_blowing_a_kiss:,0,0.16345271,0.0039103115,0.46952572,0.52204615,0.04542776,0.06508117,0.6769909,0.046888433,0.8557289,0.94308764,0.84621525,0.37743512,0.5560799841649222,0.04909930266167986,0.605179286826602,0.6019130880921937,0.04598403568242071,0.6478971237746144,0.5120919436796784,0.07319087513528816,0.5852828188149666
polarity,D - 1 test first day :victory_hand: :victory_hand:  #read #book #งวย 5555 #doing #home #work = _ =,1,0.27873716,0.9710651,0.024222234,0.9840217,0.035865884,0.031869315,0.22797734,0.033191044,0.026077246,0.025056267,0.16434993,0.09655301,0.2738798000403148,0.0033248838764448753,0.2772046839167597,0.6848004501817181,0.17871352548356123,0.8635139756652793,0.28417240170142977,0.007083234025349186,0.2912556357267789
polarity,I love putting Flobeam mechs back together . | | ,1,0.99201477,0.98818654,0.8754232,0.99440753,0.99185103,0.9905004,0.19847016,0.9340728,0.98565567,0.99404836,0.92388034,0.94720304,0.15927659121921592,0.0008142010479921687,0.1600907922672081,0.15988995842880122,0.0025328448244062523,0.16242280325320746,0.5285187186285238,0.1127750357522796,0.6412937543808035
polarity,A very happy birthday to @USER - we 'll be toasting in your honor tonight . @USER @USER,0,0.005533808,0.0034084467,0.06379708,0.019107487,0.046917923,0.050804712,0.057591546,0.042497437,0.026180692,0.056547422,0.31404915,0.11669936,0.3832747370395304,0.012553521989991927,0.39582825902952234,0.10935185224987205,0.0005921110879428199,0.10994396333781488,0.19690119041531162,3.071738208286943e-05,0.1969319077973945
polarity,@USER @USER Yes . I want to honor someone who died so I 'll go steal a TV and Xbox and whatever else I feel entitled to ,1,0.9800474,0.9843934,0.64165014,0.9908013,0.98804575,0.98915595,0.9682925,0.97788644,0.04059406,0.033373524,0.28402594,0.46168506,0.5071473239391643,0.03215431344112202,0.5393016373802864,0.32678673721225815,0.0221292359777438,0.34891597319000195,0.09473142172664444,7.181025597154979e-05,0.09480323198261599
polarity,@USER sounds like soooo much fun ! ,1,0.99761105,0.99636096,0.63186824,0.99275756,0.9926363,0.9909759,0.07155017,0.57974356,0.98986965,0.994528,0.9658089,0.6806672,0.30778498294649176,0.017302872035101717,0.3250878549815935,0.31474528878495356,0.024806371929469072,0.3395516607144226,0.6418765811152554,0.14322494141492784,0.7851015225301832
polarity,"@USER she went from a faded orange mess to a dark brown with red streaks . I , of course , forgot to take pictures .",0,0.0053444724,0.0023818756,0.23085268,0.03500306,0.04786664,0.03482685,0.074403755,0.063847765,0.07412414,0.023701329,0.2649867,0.14164348,0.37893207455445976,0.008179523069625862,0.38711159762408565,0.24946874517537565,0.008960155267636076,0.2584289004430117,0.21365352617583175,0.0002281015496080813,0.21388162772543984
polarity,@USER the police turned it violent . ( - _ - ) I so LOVE the truth in headlines ! ! ( - _ - ) ,1,0.9945722,0.9906832,0.9763229,0.9957015,0.9929763,0.990615,0.9710514,0.979047,0.98606795,0.98531914,0.96910584,0.933175,0.14020254890218423,0.00045992785925661926,0.14066247676144084,0.05910359362728365,5.977301743250013e-05,0.05916336664471615,0.08440255652705103,7.879906653187519e-05,0.08448135559358291
polarity,Thank god she does n't get me to do this anymore ! ! ! ellielippitt #barber  #hairdresser #blondie ... HTTPURL,0,0.069649845,0.2260981,0.44068515,0.97803086,0.15483643,0.048652355,0.63065594,0.21401583,0.3986181,0.69834644,0.06533749,0.9320565,0.6920338237893163,0.10574950841352337,0.7977833322028397,0.6829209178110742,0.1179681382566089,0.8008890560676831,0.5751800379377583,0.04880273114639661,0.623982769084155
polarity,@USER Thank you for staying Tom !,0,0.004594017,0.003690818,0.085294805,0.043971334,0.095396325,0.22551228,0.07313595,0.0444642,0.8748474,0.80645907,0.32416427,0.09611762,0.6918565989047831,0.10647171674231246,0.7983283156470956,0.14967817609716338,0.001128335372836456,0.15080651146999985,0.34573517256490877,0.004802424366358506,0.3505375969312673
polarity,i feel like whole life is about waiting waiting and waiting,0,0.054468397,0.0065269466,0.1369432,0.059401173,0.07290339,0.058605146,0.091478914,0.166425,0.6622478,0.70538634,0.1117936,0.30743587,0.6874579913047412,0.061234067560373626,0.7486920588651148,0.23873226415095566,0.002183853562185677,0.24091611771314134,0.319227933410888,0.0017261564222605477,0.32095408983314855
polarity,working on my birthday #yay  #sucks,1,0.9936899,0.9945279,0.62974256,0.9875315,0.9919917,0.9814902,0.92484164,0.9704789,0.97918177,0.93855876,0.16272989,0.08006822,0.6899221282163795,0.17639990447329712,0.8663220326896767,0.32205574364348577,0.024601657119114682,0.34665740076260043,0.1443423519621153,0.0006559550126352999,0.1449983069747506
polarity,Getting sick just in time for finals is so great ,1,0.998762,0.9974927,0.97185993,0.9948355,0.992638,0.99096924,0.96796685,0.9739886,0.988955,0.99314356,0.2558033,0.08840581,0.6797779054096055,0.17117254861297812,0.8509504540225836,0.052584315313637754,0.00012079539509766854,0.052705110708735424,0.09257636701470964,0.0001133102547627685,0.09268967726947241
polarity,@USER Not passing judgment . Been in many binds before and actually love the creativity . Vodka is a versatile liquor .,0,0.0077655315,0.0031253344,0.4385057,0.042220596,0.022776522,0.03050465,0.065661885,0.03772344,0.11999879,0.17284194,0.7784252,0.38008767,0.6550338425940461,0.06701991416181416,0.7220537567558603,0.3726719221053461,0.03342951009625546,0.40610143220160155,0.16528652875163347,0.0002619367181657643,0.16554846546979923
polarity,@USER 1/5 th . Just like in the real world ! ,1,0.9751585,0.99397534,0.6964551,0.99020034,0.28278834,0.82457626,0.94038326,0.9143916,0.573936,0.16603585,0.7804324,0.2991817,0.6890729888600517,0.056957899701630475,0.7460308885616822,0.2933087578445105,0.0158171703404404,0.3091259281849509,0.5724967193764438,0.07169009562801447,0.6441868150044582
polarity,#YouAndIBackToYoutube WHAT ? ? ? ! WHY ? ? ? ! ! ITS CHRISTMAS ! ITS FORBIDDEN TO DO SUCH TERRIBILE THINGS ! GIVE IT BACK TO US ! @USER,0,0.013796441,0.0029196288,0.030366082,0.010205662,0.5254456,0.70856434,0.057808477,0.038329724,0.044533446,0.09634499,0.20392713,0.87113154,0.6142024674573303,0.11052406445165744,0.7247265319089877,0.07502936512124217,0.00010116177174734293,0.07513052689298952,0.6359607872504709,0.08516099274563309,0.7211217799961039
polarity,Making the most out of my last vacation day .  #tvandsleep,1,0.9964778,0.9964055,0.052714664,0.98541576,0.13302253,0.1084065,0.058013465,0.045460057,0.9829821,0.96197766,0.34282136,0.30151927,0.649086799433979,0.10599401372488249,0.7550808131588614,0.5536556943438922,0.16571348335275338,0.7193691776966455,0.2937172352363061,0.0012849247598930487,0.29500215999619916
polarity,@USER Weeeeee ! You too ! I love that xbox live and playstation network are down due to hackers on Christmas . ,1,0.9965545,0.99465275,0.9776872,0.99475867,0.99258995,0.9909622,0.96896255,0.9789973,0.98476034,0.99067116,0.97095156,0.9506638,0.11960052461485078,0.00023682743264247556,0.11983735204749325,0.05176144521751233,5.888080384695004e-05,0.05182032602135928,0.08661644302093907,9.209396090875056e-05,0.08670853698184783
polarity,"@USER Hey Alex , thanks for the support . My FB page is : HTTPURL and success to you .",0,0.0042914664,0.0026532284,0.02708161,0.011803144,0.030396193,0.047716733,0.055275857,0.0352882,0.7711297,0.61412674,0.059013996,0.099008024,0.6668413707751817,0.09741270156759932,0.764254072342781,0.0625958307869446,9.327487973844387e-05,0.06268910566668304,0.17477788783597498,9.712785872885397e-05,0.17487501569470382
polarity,"HTTPURL nope , you do NOT fit that definition @USER @USER @USER @USER @USER",0,0.0023818838,0.0025998645,0.124519475,0.012972499,0.024527103,0.021533702,0.78268987,0.030672627,0.029663207,0.025024181,0.13378991,0.12252809,0.2732427298679632,0.0025594751249610427,0.27580220499292424,0.15376004525493187,0.0026527819159828277,0.1564128271709147,0.5203196083208435,0.10748935468648743,0.6278089630073309
polarity,What a lovely day to drive  #boo #fog #work :flushed_face: :flushed_face: :flushed_face: HTTPURL,1,0.9881294,0.99568486,0.7963155,0.9887693,0.99244446,0.98875564,0.9368239,0.8743169,0.98505,0.9905884,0.17447047,0.18896428,0.6787062045082282,0.1624801311174422,0.8411863356256704,0.2208016043995333,0.007105281155774679,0.227906885555308,0.20411504415324896,0.002297601900029677,0.20641264605327864
polarity,@USER Asalamoalekum ... :grinning_face_with_big_eyes: kesay mizaj ? Thank you so much . It was posted on 2nd December 2013 . Already there . :smiling_face_with_halo:,0,0.0086738,0.003181508,0.11882994,0.13216287,0.038153,0.030083513,0.06070952,0.038254093,0.035585254,0.027523277,0.35991248,0.14211763,0.4072886777732416,0.017978208551949704,0.42526688632519133,0.2424033266843589,0.0036001630906497698,0.2460034897750087,0.1736231469257342,0.00013018001992506204,0.17375332694565926
polarity,Bummer ending ... But what a fun game and season . #Gophers,0,0.31875777,0.008472817,0.125222,0.042195924,0.04597589,0.06284503,0.050957106,0.031784646,0.970721,0.98920166,0.30895728,0.92027706,0.5041374332022335,0.0801257648381869,0.5842631980404204,0.37415857249742673,0.014492515622718215,0.3886510881201449,0.1922569699657404,0.000124026576072164,0.19238099654181257
polarity,Yay I just love this time of the month ... ! ,1,0.99721056,0.99712175,0.975574,0.99493283,0.9929409,0.99116594,0.9696474,0.97872925,0.98921996,0.99507797,0.9843954,0.94999176,0.09931571763357205,0.00030793365092576927,0.09962365128449782,0.050365363783776027,8.232486685002456e-05,0.05044768865062605,0.0856310192937644,9.049421514276861e-05,0.08572151350890718
polarity,Carbon everywhere :) #carbon #hood  #sticker #strips #down #red #automotive #dope #cars ... HTTPURL,0,0.032995686,0.015956389,0.015108383,0.021503383,0.123792544,0.02658161,0.069323614,0.56185764,0.0117580015,0.016568653,0.039232016,0.8968036,0.5523337441665117,0.14342749293072848,0.6957612370972401,0.10340420564980728,5.09219100452439e-05,0.10345512755985252,0.4939431793354299,0.045953433270265756,0.5398966126056957
polarity,"Join @USER PromoTeam 's Official Fan List and receive news , events , and more ! HTTPURL",0,0.0040384694,0.002641027,0.023783494,0.009060769,0.043863565,0.031324286,0.081353575,0.0522074,0.020193351,0.02856216,0.04898164,0.10492014,0.200466672984881,0.001090877711079832,0.20155755069596082,0.05545371794156629,7.012612278789765e-05,0.055523844064354184,0.2049056616217949,0.00033880547971626874,0.20524446710151117
polarity,SmartPhone APP PAYS you ! | see - HTTPURL #Verizon #folloback #tcot | Go 2 : HTTPURL HTTPURL,0,0.0033933902,0.0023832473,0.017587105,0.010018465,0.028460456,0.023702234,0.08798092,0.042362876,0.30438405,0.28455976,0.059074108,0.15469225,0.501340260832583,0.009989361474767804,0.5113296223073508,0.04825266167084527,3.706948089660007e-05,0.04828973115174187,0.18543094573655505,0.0006449736603348547,0.18607591939688992
polarity,I really need to shoot something soon .,0,0.01125477,0.003505082,0.23810759,0.035026766,0.030421207,0.043631606,0.05852001,0.035786454,0.08488576,0.06943732,0.57148176,0.08580782,0.5044008189967802,0.04532568504433526,0.5497265040411154,0.25871425239454277,0.009335071362404919,0.2680493237569477,0.17452976233109668,0.00011205429994490462,0.17464181663104159
polarity,Had a nice 3 hour nap . Picking up my Chinese take-out and set to watch #GuardiansOfTheGalaxy @USER I added water chestnuts to my dinner,0,0.11965676,0.005677282,0.079787895,0.04864472,0.032015733,0.023337513,0.32066503,0.20115076,0.6637753,0.7656754,0.30910596,0.08169303,0.6891029519469019,0.0751873698067696,0.7642903217536714,0.23633419919447152,0.0017457524164439103,0.23807995161091544,0.41267931271025304,0.01539407808918466,0.4280733907994377
polarity,"Murdered baby , black man in US , kids in Thailand and a woman 's body in Avon gorge . It 's a jolly day for news today ",1,0.9972473,0.9961694,0.66712785,0.9945604,0.99237895,0.9907488,0.9595496,0.9746069,0.98596144,0.99165756,0.8910964,0.9530088,0.18220208759765266,0.0015973198065043002,0.18379940740415696,0.29371280787846193,0.020279389867201722,0.31399219774566367,0.10066978311504364,0.00017855891694921843,0.10084834203199286
polarity,Girls who put their area code in their instagram about me ... so clever !  #stupidsauce #mymomcoulddobetter,1,0.99661785,0.99700516,0.77752274,0.99481165,0.992819,0.990213,0.96508706,0.97488064,0.9803421,0.9830199,0.14121173,0.5711626,0.6349309325785559,0.12091874955907642,0.7558496821376324,0.22284970256297992,0.008962368386097052,0.23181207094907696,0.09510601229666599,0.00012874655155767521,0.09523475884822366
polarity,I love seeing what you guys got ,1,0.997472,0.99730396,0.8833324,0.9912408,0.8897977,0.98177344,0.093054265,0.04432195,0.9505354,0.98611116,0.37353104,0.07315766,0.6746647883821554,0.1501846268000115,0.8248494151821668,0.14387953255065333,0.0023585753479763,0.14623810789862962,0.6931371716313788,0.18931879927771056,0.8824559709090893
polarity,@USER : Substitute For Chicken Nuggets HTTPURL uhm no thanks,0,0.005901899,0.0023667589,0.12904988,0.024982197,0.42452514,0.054585937,0.8212616,0.9284944,0.7490423,0.17102654,0.8136598,0.46470618,0.6882170238529157,0.0650074084981965,0.7532244323511122,0.16976782245633845,0.002683258379297028,0.17245108083563548,0.6865852958179707,0.11945289343561916,0.8060381892535898
polarity,just exactly how I wanted to start my day ! ! !  #shitty,1,0.99498886,0.9885747,0.12293603,0.99039173,0.9923275,0.98997283,0.9642442,0.94742984,0.8908588,0.9928543,0.4026487,0.08764772,0.6755584225795016,0.1350542151840402,0.8106126377635419,0.5341232830804552,0.14139696333897697,0.6755202464194322,0.12237999935538359,0.0003477879490750697,0.12272778730445866
polarity,So glad they 've found a way to make the gospel socially relevant to klingons !  HTTPURL,1,0.9964631,0.99640876,0.7597891,0.9928039,0.9923862,0.9904599,0.9713021,0.97802734,0.9812759,0.9734084,0.16065206,0.54701895,0.6372586549707052,0.11585779299535427,0.7531164479660595,0.23685109542295252,0.010395358156665676,0.2472464535796182,0.08594376854257492,7.632784169067506e-05,0.0860200963842656
polarity,Kisses to you bc you lose wisdom today ... from your mouth  #clever lol I love you text me when you 're able :winking_face_with_tongue: HTTPURL,0,0.13816391,0.014216671,0.90914214,0.99221987,0.9772962,0.9187394,0.96672064,0.9438404,0.21575455,0.051744413,0.18183361,0.21176754,0.4483144636788612,0.004468280748386894,0.4527827444272481,0.6927861018381288,0.19396660584638964,0.8867527076845185,0.19363045841443668,0.0005072373015367997,0.19413769571597347
polarity,It 's just SUPER to be ignored when you put out a desperate plea . ,1,0.98676157,0.9960747,0.2354185,0.98936963,0.08987,0.87311304,0.9185199,0.9188851,0.98764056,0.99485636,0.4036303,0.71218514,0.5336851310661531,0.0588533188680701,0.5925384499342232,0.49774862486037974,0.10698094151217545,0.6047295663725551,0.6107820812810767,0.12447208439307528,0.735254165674152
polarity,SCRATCHING THE NIGHT OFF MY EYES,0,0.09874529,0.0031302331,0.10110563,0.07886599,0.045076475,0.030333888,0.047331676,0.03311203,0.18172447,0.2652921,0.15151711,0.14642785,0.4807253229203262,0.0022650777256450665,0.48299040064597126,0.25483180674972616,0.0015857926086033651,0.25641759935832953,0.16463604221110076,5.402618433696367e-05,0.16469006839543773
polarity,I 'm pretty sure I have a snowman problem .,0,0.08206339,0.0037691898,0.8139483,0.53053725,0.7498847,0.29376325,0.72719103,0.41492468,0.8550984,0.56140083,0.52041626,0.22028837,0.6900548580614074,0.050585522959292126,0.7406403810206995,0.6520128158999668,0.10981943184296264,0.7618322477429295,0.6888274377425162,0.03880062504651671,0.7276280627890329
polarity,2v4 S & D matches are just so fun ... ,1,0.99707806,0.99714065,0.279685,0.9912872,0.99215674,0.9904717,0.39649963,0.83893985,0.98989105,0.995235,0.8529417,0.91253555,0.23338302077115472,0.003462847803768124,0.23684586857492285,0.47696122988002676,0.09599005650949226,0.572951286389519,0.494076433456199,0.05936273232579885,0.5534391657819978
polarity,I 'll do it tomorrow is a dangerous way to live,0,0.017183835,0.0033331618,0.9141288,0.97973984,0.07499473,0.04339949,0.09096895,0.50663024,0.03577294,0.07504968,0.32497114,0.3392229,0.4916209798546646,0.019356967400566673,0.5109779472552313,0.6922306711321549,0.21990247990725562,0.9121331510394105,0.46987123549825593,0.036073908603934016,0.5059451441021899
polarity,Last day in #Riga ! #self #finnishgirl #businesswoman  @USER PK Riga Hotel HTTPURL,0,0.9562665,0.9902908,0.01756847,0.9640199,0.041679747,0.24381389,0.044049744,0.02722572,0.7659419,0.053821485,0.047530018,0.08721807,0.5494931301471668,0.09291420068666574,0.6424073308338326,0.5812228345367304,0.17031381003402593,0.7515366445707563,0.30066504709307995,0.008010746546453246,0.3086757936395332
polarity,Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers ...  :see-no-evil_monkey:,1,0.99724245,0.99459815,0.97904634,0.995793,0.9920786,0.9908319,0.9656168,0.97318166,0.98856145,0.994306,0.9831509,0.9528189,0.09916826935675543,0.00025659060830796846,0.09942485996506341,0.04817841738866839,5.3995545554924926e-05,0.04823241293422331,0.0963716806633774,0.00012896467552379992,0.0965006453389012
polarity,@USER ooooo touching myself to ODB he is the greatest Giants player to ever play the game ... Screw that the best player ever ! ! ,1,0.9866123,0.9949195,0.98054713,0.9942948,0.361241,0.22916031,0.9295031,0.9732957,0.8998511,0.96200484,0.9731727,0.9147615,0.2339337110777414,0.0009518741879676743,0.23488558526570907,0.06012699862049309,3.504814782216852e-05,0.060162046768315255,0.6624254642472149,0.11006958579559828,0.7724950500428132
polarity,@USER but if we all hold hands and sing Kumbaya they wo n't hate us ! ,1,0.975605,0.9932761,0.7006991,0.99351865,0.69493043,0.5558836,0.92775196,0.9611974,0.021350777,0.026677307,0.79822195,0.9301239,0.6868830104861461,0.17864504921290733,0.8655280596990534,0.28896960308816977,0.015471941819252967,0.30444154490742276,0.5205829773004206,0.028007621010868365,0.548590598311289
polarity,"Yoga pants , a sweatshirt , and nikes , am I @USER yet ? :face_with_tears_of_joy:",0,0.06138892,0.0029250695,0.3987025,0.3133776,0.67636395,0.23255903,0.21559426,0.093787566,0.97281027,0.027079733,0.7340999,0.36871025,0.6918281833634903,0.1291515154088352,0.8209796987723255,0.49211158471585315,0.02756235341643068,0.5196739381322838,0.6146919882182561,0.048940559423655244,0.6636325476419114
polarity,The mouse 's first incepted memory was just the sound : BRAAAAAAWWWWWWWWWP !,0,0.07410847,0.0038827078,0.16866049,0.038415536,0.068437845,0.037750136,0.077454604,0.1822725,0.27613837,0.43050045,0.38178027,0.82611865,0.6922339257803228,0.043361886451119463,0.7355958122314423,0.25690350804194684,0.0037783568420551965,0.260681864884002,0.30594587304856885,0.002964457243917509,0.3089103302924864
polarity,Check out my latest blog post on MyFairDaily : Pins That Really Work ! ! ! HTTPURL #lbloggers #lifestyle #pinterest #triedandtrue,0,0.005341961,0.0027375927,0.019360706,0.0102672605,0.041212015,0.04639424,0.042711437,0.0319951,0.0711642,0.35486192,0.0524248,0.1019152,0.4140995024861084,0.014980046240710702,0.4290795487268191,0.053351065248590575,4.020506655038964e-05,0.053391270315140966,0.16977735702594055,2.8112087110994455e-05,0.16980546911305153
polarity,"@USER no im not mate , yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok",0,0.014443996,0.002610699,0.5121283,0.13353397,0.030528171,0.09261987,0.11727572,0.03573209,0.26474598,0.30964404,0.8375715,0.9398948,0.6775909858960413,0.0920227701579966,0.7696137560540379,0.44896849137004646,0.04263092941246617,0.4915994207825126,0.25114591623398047,0.0013688181975812723,0.25251473443156175
polarity,@USER @USER @USER @USER @USER nice to see the ambulance service is so important to OUR mps ,1,0.98944247,0.9938233,0.9444932,0.9926075,0.99304354,0.9911761,0.968846,0.96413636,0.97387594,0.6150029,0.4728503,0.94532365,0.5603897688232007,0.04582387562925252,0.6062136444524532,0.0976823379858526,0.0004249730475039176,0.09810731103335651,0.10074909753748407,0.00016728718399779954,0.10091638472148187
polarity,"EXO COMING SOON 2015 | | Better pray this is better with 10 members * sighs * But either way , obssessed fans would still be obssesed . _ .",0,0.03850641,0.0036423006,0.8299626,0.9350786,0.08164845,0.15462421,0.072139874,0.060553346,0.042216085,0.030986968,0.18211979,0.8026443,0.5777029428500093,0.10008106533344968,0.677784008183459,0.6884929872460099,0.18705551807446497,0.8755485053204749,0.3076933182922835,0.0013530074217536492,0.3090463257140372
polarity,cies #eu Foreign Affairs Committee MEPs to discuss Lebanon with prime minister HTTPURL,0,0.005768193,0.0034216552,0.030368514,0.016574878,0.028625183,0.027948448,0.07674617,0.04939004,0.021748817,0.04778965,0.50334287,0.15752582,0.4753158557260879,0.036887909171331404,0.5122037648974194,0.07380498947718235,0.00011355445855957279,0.07391854393574192,0.18558549452387152,0.0003960365021753441,0.18598153102604686
polarity,Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans ... HTTPURL,0,0.005778931,0.0034656955,0.015942805,0.040088456,0.07534434,0.20642701,0.069734365,0.97276354,0.012861992,0.029659463,0.045095902,0.9374174,0.5691071317838001,0.15478901837977443,0.7238961501635746,0.08334462148314994,0.00021035726307631948,0.08355497874622626,0.6349319146517549,0.14024960037707418,0.775181515028829
polarity,@USER @USER The number 2 play was awesome . ,1,0.9944435,0.99546814,0.38409594,0.9908343,0.14478478,0.08824298,0.05813739,0.035231154,0.822567,0.895248,0.386487,0.08574745,0.6886255100975037,0.10893278224554423,0.797558292343048,0.43765717985635577,0.06965419356944988,0.5073113734258057,0.2826576016978328,0.0016842523877243776,0.28434185408555723
polarity,well .. that was a nice text to wake up to  .,1,0.99697757,0.9959181,0.96051896,0.9932934,0.9921063,0.99029267,0.9561421,0.94746715,0.97899526,0.9932046,0.48962682,0.48722503,0.5759003822111797,0.06194581305548996,0.6378461952666696,0.07076604122320461,0.00022987986928406834,0.07099592109248867,0.12948146579644323,0.00039780675001482445,0.12987927254645806
polarity,#phillhughes #63  #out we will miss u always respect for u HTTPURL,0,0.015740545,0.008122073,0.017780613,0.0128599405,0.026283648,0.03599293,0.059368383,0.0296906,0.035857525,0.11373917,0.056972783,0.20772101,0.33286265251191544,0.004426781194445046,0.3372894337063605,0.07206609018981208,1.3153042286015026e-05,0.07207924323209809,0.16099795169749656,0.00016671119619282812,0.1611646628936894
polarity,@USER the lineup is full of goals and offensive intention #LFC ,1,0.98939437,0.99350655,0.12249778,0.9833229,0.6823658,0.051553134,0.10254471,0.2990895,0.113696545,0.08971413,0.45292088,0.078006074,0.4767853919169537,0.024346215561531596,0.5011316074784853,0.5366282856362516,0.14070895886832444,0.6773372445045761,0.5965882605130155,0.061470130370506235,0.6580583908835217
polarity,@USER #NoodleScene anyone ? He was so zen there .  . Oh ! wait ! But #deadHenry and #bouncebackAnnie . Silly me ! All makes sense now !,1,0.9790177,0.9810394,0.8114698,0.9938485,0.9877193,0.980401,0.8724193,0.95916075,0.42436108,0.92255217,0.88917416,0.9197898,0.5153190680252783,0.044484638609218724,0.559803706634497,0.22325374655282998,0.005654765699662499,0.22890851225249248,0.19873575758637854,0.0021124070747529674,0.2008481646611315
polarity,Well here comes another 6 + page paper . #ilovecollege ,1,0.995182,0.9965294,0.052962277,0.99007344,0.99270225,0.9914225,0.91636,0.894813,0.9546144,0.615016,0.059409916,0.07525905,0.6821771475213829,0.14314192835809725,0.8253190758794802,0.5525889272371852,0.16602149038296637,0.7186104176201515,0.20196217332943134,0.00192775811038672,0.20388993143981807
polarity,@USER @USER def understandable . i 'm ok with that . trying to find anything up here on this has been impossible .,0,0.0033651872,0.003376911,0.052790176,0.036253694,0.028287401,0.02835918,0.04382654,0.027179865,0.1234594,0.16012353,0.28053024,0.10396351,0.4511280920162881,0.004701445671010751,0.4558295376872989,0.11302417072912421,0.0004575307743866809,0.11348170150351089,0.14133116029139448,4.752740167949404e-05,0.14137868769307396
polarity,"#Blame #Bad #Luck ,  #Genes #as #Cause #of #Most #Cancer #Types . Here 's #Why : Heredity and environmental factors ... HTTPURL",0,0.010231402,0.0046336753,0.020010158,0.010185938,0.02243539,0.014626601,0.059035636,0.02652203,0.014354635,0.013303223,0.12958351,0.90797484,0.5795480117991805,0.13948045874466042,0.7190284705438409,0.06173802707922005,3.067123875077102e-05,0.06176869831797082,0.13701139452102523,0.0002867533759528207,0.13729814789697806
polarity,"@USER Wow , that is just so funny ... ",1,0.9962691,0.9956886,0.910399,0.99192095,0.9922069,0.99053603,0.95404047,0.96721464,0.9905766,0.99213785,0.9743242,0.7771419,0.24437070061086685,0.008202649577964214,0.2525733501888311,0.12210667013013012,0.0013329535530729709,0.12343962368320309,0.11322431635977345,0.0002583408207402497,0.1134826571805137
polarity,@USER @USER ^ ^ ^ IMAGINE THAT ? Never would have guessed ,1,0.97526586,0.97169757,0.6432101,0.9932893,0.9255287,0.90848374,0.9678904,0.9758498,0.0333846,0.027464839,0.95819473,0.94866574,0.6930168416501783,0.21300052606344486,0.9060173677136232,0.33407312226268493,0.021345266991010574,0.3554183892536955,0.2145769579719215,0.0007967466708838006,0.2153737046428053
polarity,Last day of school it was so much fun but not much people came . what a shocker ,1,0.9977581,0.99656713,0.75284094,0.99223363,0.9850358,0.9876115,0.9443918,0.97028786,0.9880767,0.9942048,0.849685,0.6095388,0.4042797555004256,0.02431280371858687,0.42859255921901246,0.2409089716509067,0.011046653023774347,0.251955624674681,0.12831603332257727,0.0002946704746997999,0.12861070379727707
polarity,@USER @USER We can vote Republican ! Their Civil rights record and their ability to empathize is amazing .  .,1,0.9906459,0.9909208,0.97020763,0.9932521,0.9912306,0.9903171,0.964262,0.9320898,0.9826408,0.9858154,0.9454011,0.9454173,0.15231548904004807,0.0003779865427524998,0.15269347558280058,0.07256914712726613,8.688179361016878e-05,0.0726560289208763,0.13656284098220464,0.0005831319529368748,0.13714597293514152
polarity,#QZ8501 asks permission to #takeoff : #towercontrol of #Surubaya : yeah .. y can go ... away .,0,0.009342328,0.0033626228,0.8467288,0.428168,0.118483216,0.089646846,0.61415267,0.31218633,0.018703593,0.0448743,0.16499397,0.6157011,0.5153685729701356,0.05761879321399268,0.5729873661841283,0.6282936617248062,0.12147412903304708,0.7497677907578533,0.5963373166496817,0.043740905754914544,0.6400782224045962
polarity,My boy has another cold and spent the night coughing and sneezing all over me #sexy ,1,0.99039173,0.99628544,0.17630076,0.98830044,0.45128837,0.15767656,0.62121046,0.9732351,0.89643025,0.2819257,0.31224528,0.19308993,0.6805881027756526,0.07728653720492484,0.7578746399805775,0.5168312536891072,0.12466033329542339,0.6414915869845306,0.6879662465777361,0.08696440977390053,0.7749306563516366
polarity,It 's nice to see continuity in our gender struggles . ,1,0.99390656,0.9972408,0.40831932,0.990864,0.9928368,0.99094677,0.8397915,0.94759375,0.981716,0.9881698,0.8337171,0.94207424,0.2367083738705057,0.0038274063780956756,0.24053578024860137,0.42687937388648733,0.0643225167099051,0.4912018905963924,0.21921452488452986,0.0038638809209843223,0.2230784058055142
